1784822758.324106 server started (54747): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1784822758.324121 on Linux 6.6.87.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun  5 18:30:46 UTC 2025
1784822758.324123 using libevent 2.1.12-stable poll
1784822758.324124 using ncurses 6.4 20240113
1784822758.372616 utf8_from_data: (1 1  ) -> 41000020
1784822758.372617 utf8_from_data: (1 1  ) -> 41000020
1784822758.372617 utf8_from_data: (1 1  ) -> 41000020
1784822758.372618 utf8_from_data: (1 1  ) -> 41000020
1784822758.372619 utf8_from_data: (1 1  ) -> 41000020
1784822758.372619 utf8_from_data: (1 1  ) -> 41000020
1784822758.372620 utf8_from_data: (1 1  ) -> 41000020
1784822758.372620 utf8_from_data: (1 1  ) -> 41000020
1784822758.372621 utf8_from_data: (1 1  ) -> 41000020
1784822758.372621 utf8_from_data: (1 1  ) -> 41000020
1784822758.372622 utf8_from_data: (1 1  ) -> 41000020
1784822758.372623 utf8_from_data: (1 1  ) -> 41000020
1784822758.372623 utf8_from_data: (1 1  ) -> 41000020
1784822758.372624 utf8_from_data: (1 1  ) -> 41000020
1784822758.372624 utf8_from_data: (1 1  ) -> 41000020
1784822758.372625 utf8_from_data: (1 1  ) -> 41000020
1784822758.372626 utf8_from_data: (1 1  ) -> 41000020
1784822758.372627 utf8_from_data: (1 1  ) -> 41000020
1784822758.372628 utf8_from_data: (1 1  ) -> 41000020
1784822758.372628 utf8_from_data: (1 1  ) -> 41000020
1784822758.372629 utf8_from_data: (1 1  ) -> 41000020
1784822758.372629 utf8_from_data: (1 1  ) -> 41000020
1784822758.372630 utf8_from_data: (1 1  ) -> 41000020
1784822758.372630 utf8_from_data: (1 1  ) -> 41000020
1784822758.372631 utf8_from_data: (1 1  ) -> 41000020
1784822758.372631 utf8_from_data: (1 1  ) -> 41000020
1784822758.372632 utf8_from_data: (1 1  ) -> 41000020
1784822758.372633 utf8_from_data: (1 1  ) -> 41000020
1784822758.372633 utf8_from_data: (1 1  ) -> 41000020
1784822758.372634 utf8_from_data: (1 1  ) -> 41000020
1784822758.372634 utf8_from_data: (1 1  ) -> 41000020
1784822758.372635 utf8_from_data: (1 1  ) -> 41000020
1784822758.372635 utf8_from_data: (1 1  ) -> 41000020
1784822758.372636 utf8_from_data: (1 1  ) -> 41000020
1784822758.372637 utf8_from_data: (1 1  ) -> 41000020
1784822758.372637 utf8_from_data: (1 1  ) -> 41000020
1784822758.372638 utf8_from_data: (1 1  ) -> 41000020
1784822758.372638 utf8_from_data: (1 1  ) -> 41000020
1784822758.372639 utf8_from_data: (1 1  ) -> 41000020
1784822758.372640 utf8_from_data: (1 1  ) -> 41000020
1784822758.372640 utf8_from_data: (1 1  ) -> 41000020
1784822758.372641 utf8_from_data: (1 1  ) -> 41000020
1784822758.372641 utf8_from_data: (1 1  ) -> 41000020
1784822758.372642 utf8_from_data: (1 1  ) -> 41000020
1784822758.372642 utf8_from_data: (1 1  ) -> 41000020
1784822758.372643 utf8_from_data: (1 1  ) -> 41000020
1784822758.372644 utf8_from_data: (1 1  ) -> 41000020
1784822758.372644 utf8_from_data: (1 1  ) -> 41000020
1784822758.372645 utf8_from_data: (1 1  ) -> 41000020
1784822758.372645 utf8_from_data: (1 1  ) -> 41000020
1784822758.372646 utf8_from_data: (1 1  ) -> 41000020
1784822758.372646 utf8_from_data: (1 1  ) -> 41000020
1784822758.372647 utf8_from_data: (1 1  ) -> 41000020
1784822758.372648 screen_write_start: size 419x1, no pane
1784822758.372654 utf8_from_data: (1 1  ) -> 41000020
1784822758.372655 utf8_from_data: (1 1  ) -> 41000020
1784822758.372655 utf8_from_data: (1 1  ) -> 41000020
1784822758.372656 utf8_from_data: (1 1  ) -> 41000020
1784822758.372657 utf8_from_data: (1 1  ) -> 41000020
1784822758.372657 utf8_from_data: (1 1  ) -> 41000020
1784822758.372658 utf8_from_data: (1 1  ) -> 41000020
1784822758.372658 utf8_from_data: (1 1  ) -> 41000020
1784822758.372659 utf8_from_data: (1 1  ) -> 41000020
1784822758.372660 utf8_from_data: (1 1  ) -> 41000020
1784822758.372660 utf8_from_data: (1 1  ) -> 41000020
1784822758.372661 utf8_from_data: (1 1  ) -> 41000020
1784822758.372661 utf8_from_data: (1 1  ) -> 41000020
1784822758.372662 utf8_from_data: (1 1  ) -> 41000020
1784822758.372662 utf8_from_data: (1 1  ) -> 41000020
1784822758.372663 utf8_from_data: (1 1  ) -> 41000020
1784822758.372664 utf8_from_data: (1 1  ) -> 41000020
1784822758.372664 utf8_from_data: (1 1  ) -> 41000020
1784822758.372665 utf8_from_data: (1 1  ) -> 41000020
1784822758.372665 utf8_from_data: (1 1  ) -> 41000020
1784822758.372666 utf8_from_data: (1 1  ) -> 41000020
1784822758.372667 utf8_from_data: (1 1  ) -> 41000020
1784822758.372667 utf8_from_data: (1 1  ) -> 41000020
1784822758.372668 utf8_from_data: (1 1  ) -> 41000020
1784822758.372668 utf8_from_data: (1 1  ) -> 41000020
1784822758.372669 utf8_from_data: (1 1  ) -> 41000020
1784822758.372669 utf8_from_data: (1 1  ) -> 41000020
1784822758.372670 utf8_from_data: (1 1  ) -> 41000020
1784822758.372671 utf8_from_data: (1 1  ) -> 41000020
1784822758.372671 utf8_from_data: (1 1  ) -> 41000020
1784822758.372672 utf8_from_data: (1 1  ) -> 41000020
1784822758.372672 utf8_from_data: (1 1  ) -> 41000020
1784822758.372673 utf8_from_data: (1 1  ) -> 41000020
1784822758.372674 utf8_from_data: (1 1  ) -> 41000020
1784822758.372674 utf8_from_data: (1 1  ) -> 41000020
1784822758.372675 utf8_from_data: (1 1  ) -> 41000020
1784822758.372675 utf8_from_data: (1 1  ) -> 41000020
1784822758.372676 utf8_from_data: (1 1  ) -> 41000020
1784822758.372678 utf8_from_data: (1 1  ) -> 41000020
1784822758.372678 utf8_from_data: (1 1  ) -> 41000020
1784822758.372679 utf8_from_data: (1 1  ) -> 41000020
1784822758.372680 utf8_from_data: (1 1  ) -> 41000020
1784822758.372680 utf8_from_data: (1 1  ) -> 41000020
1784822758.372681 utf8_from_data: (1 1  ) -> 41000020
1784822758.372682 utf8_from_data: (1 1  ) -> 41000020
1784822758.372683 utf8_from_data: (1 1  ) -> 41000020
1784822758.372683 utf8_from_data: (1 1  ) -> 41000020
1784822758.372684 utf8_from_data: (1 1  ) -> 41000020
1784822758.372685 utf8_from_data: (1 1  ) -> 41000020
1784822758.372685 utf8_from_data: (1 1  ) -> 41000020
1784822758.372686 utf8_from_data: (1 1  ) -> 41000020
1784822758.372687 utf8_from_data: (1 1  ) -> 41000020
1784822758.372687 utf8_from_data: (1 1  ) -> 41000020
1784822758.372688 utf8_from_data: (1 1  ) -> 41000020
1784822758.372688 utf8_from_data: (1 1  ) -> 41000020
1784822758.372689 utf8_from_data: (1 1  ) -> 41000020
1784822758.372689 utf8_from_data: (1 1  ) -> 41000020
1784822758.372690 utf8_from_data: (1 1  ) -> 41000020
1784822758.372691 utf8_from_data: (1 1  ) -> 41000020
1784822758.372691 utf8_from_data: (1 1  ) -> 41000020
1784822758.372692 utf8_from_data: (1 1  ) -> 41000020
1784822758.372692 utf8_from_data: (1 1  ) -> 41000020
1784822758.372693 utf8_from_data: (1 1  ) -> 41000020
1784822758.372693 utf8_from_data: (1 1  ) -> 41000020
1784822758.372694 utf8_from_data: (1 1  ) -> 41000020
1784822758.372694 utf8_from_data: (1 1  ) -> 41000020
1784822758.372695 utf8_from_data: (1 1  ) -> 41000020
1784822758.372696 utf8_from_data: (1 1  ) -> 41000020
1784822758.372696 utf8_from_data: (1 1  ) -> 41000020
1784822758.372697 utf8_from_data: (1 1  ) -> 41000020
1784822758.372697 utf8_from_data: (1 1  ) -> 41000020
1784822758.372698 utf8_from_data: (1 1  ) -> 41000020
1784822758.372698 utf8_from_data: (1 1  ) -> 41000020
1784822758.372699 utf8_from_data: (1 1  ) -> 41000020
1784822758.372700 utf8_from_data: (1 1  ) -> 41000020
1784822758.372700 utf8_from_data: (1 1  ) -> 41000020
1784822758.372701 utf8_from_data: (1 1  ) -> 41000020
1784822758.372701 utf8_from_data: (1 1  ) -> 41000020
1784822758.372702 utf8_from_data: (1 1  ) -> 41000020
1784822758.372702 utf8_from_data: (1 1  ) -> 41000020
1784822758.372703 utf8_from_data: (1 1  ) -> 41000020
1784822758.372703 utf8_from_data: (1 1  ) -> 41000020
1784822758.372704 utf8_from_data: (1 1  ) -> 41000020
1784822758.372705 utf8_from_data: (1 1  ) -> 41000020
1784822758.372705 utf8_from_data: (1 1  ) -> 41000020
1784822758.372706 utf8_from_data: (1 1  ) -> 41000020
1784822758.372706 utf8_from_data: (1 1  ) -> 41000020
1784822758.372707 utf8_from_data: (1 1  ) -> 41000020
1784822758.372707 utf8_from_data: (1 1  ) -> 41000020
1784822758.372708 utf8_from_data: (1 1  ) -> 41000020
1784822758.372709 utf8_from_data: (1 1  ) -> 41000020
1784822758.372709 utf8_from_data: (1 1  ) -> 41000020
1784822758.372710 utf8_from_data: (1 1  ) -> 41000020
1784822758.372710 utf8_from_data: (1 1  ) -> 41000020
1784822758.372711 utf8_from_data: (1 1  ) -> 41000020
1784822758.372711 utf8_from_data: (1 1  ) -> 41000020
1784822758.372712 utf8_from_data: (1 1  ) -> 41000020
1784822758.372713 utf8_from_data: (1 1  ) -> 41000020
1784822758.372714 utf8_from_data: (1 1  ) -> 41000020
1784822758.372714 utf8_from_data: (1 1  ) -> 41000020
1784822758.372715 utf8_from_data: (1 1  ) -> 41000020
1784822758.372715 utf8_from_data: (1 1  ) -> 41000020
1784822758.372716 utf8_from_data: (1 1  ) -> 41000020
1784822758.372716 utf8_from_data: (1 1  ) -> 41000020
1784822758.372717 utf8_from_data: (1 1  ) -> 41000020
1784822758.372717 utf8_from_data: (1 1  ) -> 41000020
1784822758.372718 utf8_from_data: (1 1  ) -> 41000020
1784822758.372719 utf8_from_data: (1 1  ) -> 41000020
1784822758.372719 utf8_from_data: (1 1  ) -> 41000020
1784822758.372720 utf8_from_data: (1 1  ) -> 41000020
1784822758.372720 utf8_from_data: (1 1  ) -> 41000020
1784822758.372721 utf8_from_data: (1 1  ) -> 41000020
1784822758.372721 utf8_from_data: (1 1  ) -> 41000020
1784822758.372722 utf8_from_data: (1 1  ) -> 41000020
1784822758.372723 utf8_from_data: (1 1  ) -> 41000020
1784822758.372724 utf8_from_data: (1 1  ) -> 41000020
1784822758.372724 utf8_from_data: (1 1  ) -> 41000020
1784822758.372725 utf8_from_data: (1 1  ) -> 41000020
1784822758.372726 utf8_from_data: (1 1  ) -> 41000020
1784822758.372726 utf8_from_data: (1 1  ) -> 41000020
1784822758.372727 utf8_from_data: (1 1  ) -> 41000020
1784822758.372727 utf8_from_data: (1 1  ) -> 41000020
1784822758.372728 utf8_from_data: (1 1  ) -> 41000020
1784822758.372728 utf8_from_data: (1 1  ) -> 41000020
1784822758.372729 utf8_from_data: (1 1  ) -> 41000020
1784822758.372729 utf8_from_data: (1 1  ) -> 41000020
1784822758.372730 utf8_from_data: (1 1  ) -> 41000020
1784822758.372731 utf8_from_data: (1 1  ) -> 41000020
1784822758.372731 utf8_from_data: (1 1  ) -> 41000020
1784822758.372732 utf8_from_data: (1 1  ) -> 41000020
1784822758.372732 utf8_from_data: (1 1  ) -> 41000020
1784822758.372733 utf8_from_data: (1 1  ) -> 41000020
1784822758.372733 utf8_from_data: (1 1  ) -> 41000020
1784822758.372734 utf8_from_data: (1 1  ) -> 41000020
1784822758.372734 utf8_from_data: (1 1  ) -> 41000020
1784822758.372735 utf8_from_data: (1 1  ) -> 41000020
1784822758.372736 utf8_from_data: (1 1  ) -> 41000020
1784822758.372736 utf8_from_data: (1 1  ) -> 41000020
1784822758.372737 utf8_from_data: (1 1  ) -> 41000020
1784822758.372737 utf8_from_data: (1 1  ) -> 41000020
1784822758.372738 utf8_from_data: (1 1  ) -> 41000020
1784822758.372738 utf8_from_data: (1 1  ) -> 41000020
1784822758.372739 utf8_from_data: (1 1  ) -> 41000020
1784822758.372739 utf8_from_data: (1 1  ) -> 41000020
1784822758.372740 utf8_from_data: (1 1  ) -> 41000020
1784822758.372741 utf8_from_data: (1 1  ) -> 41000020
1784822758.372741 utf8_from_data: (1 1  ) -> 41000020
1784822758.372742 utf8_from_data: (1 1  ) -> 41000020
1784822758.372742 utf8_from_data: (1 1  ) -> 41000020
1784822758.372743 utf8_from_data: (1 1  ) -> 41000020
1784822758.372743 utf8_from_data: (1 1  ) -> 41000020
1784822758.372744 utf8_from_data: (1 1  ) -> 41000020
1784822758.372744 utf8_from_data: (1 1  ) -> 41000020
1784822758.372745 utf8_from_data: (1 1  ) -> 41000020
1784822758.372745 utf8_from_data: (1 1  ) -> 41000020
1784822758.372746 utf8_from_data: (1 1  ) -> 41000020
1784822758.372747 utf8_from_data: (1 1  ) -> 41000020
1784822758.372747 utf8_from_data: (1 1  ) -> 41000020
1784822758.372748 utf8_from_data: (1 1  ) -> 41000020
1784822758.372748 utf8_from_data: (1 1  ) -> 41000020
1784822758.372749 utf8_from_data: (1 1  ) -> 41000020
1784822758.372749 utf8_from_data: (1 1  ) -> 41000020
1784822758.372750 utf8_from_data: (1 1  ) -> 41000020
1784822758.372751 utf8_from_data: (1 1  ) -> 41000020
1784822758.372751 utf8_from_data: (1 1  ) -> 41000020
1784822758.372752 utf8_from_data: (1 1  ) -> 41000020
1784822758.372752 utf8_from_data: (1 1  ) -> 41000020
1784822758.372753 utf8_from_data: (1 1  ) -> 41000020
1784822758.372753 utf8_from_data: (1 1  ) -> 41000020
1784822758.372754 utf8_from_data: (1 1  ) -> 41000020
1784822758.372755 utf8_from_data: (1 1  ) -> 41000020
1784822758.372755 utf8_from_data: (1 1  ) -> 41000020
1784822758.372756 utf8_from_data: (1 1  ) -> 41000020
1784822758.372756 utf8_from_data: (1 1  ) -> 41000020
1784822758.372757 utf8_from_data: (1 1  ) -> 41000020
1784822758.372757 utf8_from_data: (1 1  ) -> 41000020
1784822758.372758 utf8_from_data: (1 1  ) -> 41000020
1784822758.372758 utf8_from_data: (1 1  ) -> 41000020
1784822758.372759 utf8_from_data: (1 1  ) -> 41000020
1784822758.372760 utf8_from_data: (1 1  ) -> 41000020
1784822758.372760 utf8_from_data: (1 1  ) -> 41000020
1784822758.372761 utf8_from_data: (1 1  ) -> 41000020
1784822758.372761 utf8_from_data: (1 1  ) -> 41000020
1784822758.372762 utf8_from_data: (1 1  ) -> 41000020
1784822758.372762 utf8_from_data: (1 1  ) -> 41000020
1784822758.372763 utf8_from_data: (1 1  ) -> 41000020
1784822758.372764 utf8_from_data: (1 1  ) -> 41000020
1784822758.372764 utf8_from_data: (1 1  ) -> 41000020
1784822758.372765 utf8_from_data: (1 1  ) -> 41000020
1784822758.372765 utf8_from_data: (1 1  ) -> 41000020
1784822758.372767 utf8_from_data: (1 1  ) -> 41000020
1784822758.372767 utf8_from_data: (1 1  ) -> 41000020
1784822758.372768 utf8_from_data: (1 1  ) -> 41000020
1784822758.372769 utf8_from_data: (1 1  ) -> 41000020
1784822758.372769 utf8_from_data: (1 1  ) -> 41000020
1784822758.372770 utf8_from_data: (1 1  ) -> 41000020
1784822758.372770 utf8_from_data: (1 1  ) -> 41000020
1784822758.372771 utf8_from_data: (1 1  ) -> 41000020
1784822758.372771 utf8_from_data: (1 1  ) -> 41000020
1784822758.372772 utf8_from_data: (1 1  ) -> 41000020
1784822758.372772 utf8_from_data: (1 1  ) -> 41000020
1784822758.372773 utf8_from_data: (1 1  ) -> 41000020
1784822758.372774 utf8_from_data: (1 1  ) -> 41000020
1784822758.372774 utf8_from_data: (1 1  ) -> 41000020
1784822758.372775 utf8_from_data: (1 1  ) -> 41000020
1784822758.372775 utf8_from_data: (1 1  ) -> 41000020
1784822758.372776 utf8_from_data: (1 1  ) -> 41000020
1784822758.372776 utf8_from_data: (1 1  ) -> 41000020
1784822758.372777 utf8_from_data: (1 1  ) -> 41000020
1784822758.372777 utf8_from_data: (1 1  ) -> 41000020
1784822758.372778 utf8_from_data: (1 1  ) -> 41000020
1784822758.372779 utf8_from_data: (1 1  ) -> 41000020
1784822758.372779 utf8_from_data: (1 1  ) -> 41000020
1784822758.372780 utf8_from_data: (1 1  ) -> 41000020
1784822758.372780 utf8_from_data: (1 1  ) -> 41000020
1784822758.372781 utf8_from_data: (1 1  ) -> 41000020
1784822758.372781 utf8_from_data: (1 1  ) -> 41000020
1784822758.372782 utf8_from_data: (1 1  ) -> 41000020
1784822758.372783 utf8_from_data: (1 1  ) -> 41000020
1784822758.372783 utf8_from_data: (1 1  ) -> 41000020
1784822758.372784 utf8_from_data: (1 1  ) -> 41000020
1784822758.372784 utf8_from_data: (1 1  ) -> 41000020
1784822758.372785 utf8_from_data: (1 1  ) -> 41000020
1784822758.372785 utf8_from_data: (1 1  ) -> 41000020
1784822758.372786 utf8_from_data: (1 1  ) -> 41000020
1784822758.372786 utf8_from_data: (1 1  ) -> 41000020
1784822758.372787 utf8_from_data: (1 1  ) -> 41000020
1784822758.372788 utf8_from_data: (1 1  ) -> 41000020
1784822758.372788 utf8_from_data: (1 1  ) -> 41000020
1784822758.372789 utf8_from_data: (1 1  ) -> 41000020
1784822758.372789 utf8_from_data: (1 1  ) -> 41000020
1784822758.372790 utf8_from_data: (1 1  ) -> 41000020
1784822758.372790 utf8_from_data: (1 1  ) -> 41000020
1784822758.372791 utf8_from_data: (1 1  ) -> 41000020
1784822758.372791 utf8_from_data: (1 1  ) -> 41000020
1784822758.372792 utf8_from_data: (1 1  ) -> 41000020
1784822758.372793 utf8_from_data: (1 1  ) -> 41000020
1784822758.372793 utf8_from_data: (1 1  ) -> 41000020
1784822758.372794 utf8_from_data: (1 1  ) -> 41000020
1784822758.372794 utf8_from_data: (1 1  ) -> 41000020
1784822758.372795 utf8_from_data: (1 1  ) -> 41000020
1784822758.372795 utf8_from_data: (1 1  ) -> 41000020
1784822758.372796 utf8_from_data: (1 1  ) -> 41000020
1784822758.372797 utf8_from_data: (1 1  ) -> 41000020
1784822758.372797 utf8_from_data: (1 1  ) -> 41000020
1784822758.372798 utf8_from_data: (1 1  ) -> 41000020
1784822758.372798 utf8_from_data: (1 1  ) -> 41000020
1784822758.372799 utf8_from_data: (1 1  ) -> 41000020
1784822758.372799 utf8_from_data: (1 1  ) -> 41000020
1784822758.372800 utf8_from_data: (1 1  ) -> 41000020
1784822758.372801 utf8_from_data: (1 1  ) -> 41000020
1784822758.372801 utf8_from_data: (1 1  ) -> 41000020
1784822758.372802 utf8_from_data: (1 1  ) -> 41000020
1784822758.372802 utf8_from_data: (1 1  ) -> 41000020
1784822758.372803 utf8_from_data: (1 1  ) -> 41000020
1784822758.372803 utf8_from_data: (1 1  ) -> 41000020
1784822758.372804 utf8_from_data: (1 1  ) -> 41000020
1784822758.372804 utf8_from_data: (1 1  ) -> 41000020
1784822758.372805 utf8_from_data: (1 1  ) -> 41000020
1784822758.372806 utf8_from_data: (1 1  ) -> 41000020
1784822758.372806 utf8_from_data: (1 1  ) -> 41000020
1784822758.372807 utf8_from_data: (1 1  ) -> 41000020
1784822758.372807 utf8_from_data: (1 1  ) -> 41000020
1784822758.372808 utf8_from_data: (1 1  ) -> 41000020
1784822758.372808 utf8_from_data: (1 1  ) -> 41000020
1784822758.372810 utf8_from_data: (1 1  ) -> 41000020
1784822758.372811 utf8_from_data: (1 1  ) -> 41000020
1784822758.372811 utf8_from_data: (1 1  ) -> 41000020
1784822758.372812 utf8_from_data: (1 1  ) -> 41000020
1784822758.372812 utf8_from_data: (1 1  ) -> 41000020
1784822758.372813 utf8_from_data: (1 1  ) -> 41000020
1784822758.372814 utf8_from_data: (1 1  ) -> 41000020
1784822758.372814 utf8_from_data: (1 1  ) -> 41000020
1784822758.372815 utf8_from_data: (1 1  ) -> 41000020
1784822758.372815 utf8_from_data: (1 1  ) -> 41000020
1784822758.372816 utf8_from_data: (1 1  ) -> 41000020
1784822758.372817 utf8_from_data: (1 1  ) -> 41000020
1784822758.372818 utf8_from_data: (1 1  ) -> 41000020
1784822758.372818 utf8_from_data: (1 1  ) -> 41000020
1784822758.372819 utf8_from_data: (1 1  ) -> 41000020
1784822758.372819 utf8_from_data: (1 1  ) -> 41000020
1784822758.372820 utf8_from_data: (1 1  ) -> 41000020
1784822758.372820 utf8_from_data: (1 1  ) -> 41000020
1784822758.372821 utf8_from_data: (1 1  ) -> 41000020
1784822758.372822 utf8_from_data: (1 1  ) -> 41000020
1784822758.372822 utf8_from_data: (1 1  ) -> 41000020
1784822758.372823 utf8_from_data: (1 1  ) -> 41000020
1784822758.372823 utf8_from_data: (1 1  ) -> 41000020
1784822758.372824 utf8_from_data: (1 1  ) -> 41000020
1784822758.372824 utf8_from_data: (1 1  ) -> 41000020
1784822758.372825 utf8_from_data: (1 1  ) -> 41000020
1784822758.372825 utf8_from_data: (1 1  ) -> 41000020
1784822758.372826 utf8_from_data: (1 1  ) -> 41000020
1784822758.372827 utf8_from_data: (1 1  ) -> 41000020
1784822758.372827 utf8_from_data: (1 1  ) -> 41000020
1784822758.372828 utf8_from_data: (1 1  ) -> 41000020
1784822758.372828 utf8_from_data: (1 1  ) -> 41000020
1784822758.372829 utf8_from_data: (1 1  ) -> 41000020
1784822758.372829 utf8_from_data: (1 1  ) -> 41000020
1784822758.372830 utf8_from_data: (1 1  ) -> 41000020
1784822758.372830 utf8_from_data: (1 1  ) -> 41000020
1784822758.372831 utf8_from_data: (1 1  ) -> 41000020
1784822758.372832 utf8_from_data: (1 1  ) -> 41000020
1784822758.372832 utf8_from_data: (1 1  ) -> 41000020
1784822758.372833 utf8_from_data: (1 1  ) -> 41000020
1784822758.372833 utf8_from_data: (1 1  ) -> 41000020
1784822758.372834 utf8_from_data: (1 1  ) -> 41000020
1784822758.372834 utf8_from_data: (1 1  ) -> 41000020
1784822758.372835 utf8_from_data: (1 1  ) -> 41000020
1784822758.372836 utf8_from_data: (1 1  ) -> 41000020
1784822758.372836 utf8_from_data: (1 1  ) -> 41000020
1784822758.372837 utf8_from_data: (1 1  ) -> 41000020
1784822758.372837 utf8_from_data: (1 1  ) -> 41000020
1784822758.372838 utf8_from_data: (1 1  ) -> 41000020
1784822758.372838 utf8_from_data: (1 1  ) -> 41000020
1784822758.372839 utf8_from_data: (1 1  ) -> 41000020
1784822758.372839 utf8_from_data: (1 1  ) -> 41000020
1784822758.372840 utf8_from_data: (1 1  ) -> 41000020
1784822758.372841 utf8_from_data: (1 1  ) -> 41000020
